team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
41,2040,145,1,1,557,154,616,181,112,191,0,51,56,53,128,125,2440,0,113,0,9,5,22,72,25,1,3,1,14,1,0,1,6,4,52,13,0,27,4,113,0,0,9,4,18,9.7597,0.2011,0.2715,0.3250,0.5965,6.5455,11.1623,0.8182,2.9805,0.0000,0.0000,0.0000,0.6429,0.0000,0.8462,0.1481,0.4602,3.0974,21.5929,0.0000,1.0584,0.5059,3.7451,0.2761
42,2040,145,1,1,683,178,758,280,175,160,0,63,71,65,180,168,2776,2,123,0,15,9,20,120,28,6,2,4,23,0,0,7,6,4,53,18,0,32,9,123,0,0,5,3,19,12.1903,0.2562,0.3218,0.4100,0.7318,8.8153,8.0597,1.1586,3.1735,0.0000,0.0000,0.0000,0.6250,0.0000,0.6897,0.2812,0.4309,3.2743,22.5691,0.0000,1.3321,0.5172,2.5397,0.3028
43,2040,145,1,1,667,172,740,262,168,147,0,60,95,87,181,171,2764,1,122,0,9,7,17,115,31,5,6,3,19,0,0,3,10,2,51,14,0,24,6,122,0,0,11,1,14,12.0116,0.2519,0.3129,0.3928,0.7057,8.7737,7.6770,0.9923,3.1335,0.0000,0.0000,0.0000,0.5625,0.0000,0.7391,0.2500,0.4180,4.5435,22.6557,0.0000,1.3230,0.5142,2.4500,0.2939
44,2040,145,1,1,743,191,840,298,178,259,0,79,105,93,130,170,3267,2,137,0,8,12,16,117,30,3,7,3,28,0,1,8,10,7,54,10,0,25,7,137,0,0,9,2,15,12.3965,0.2396,0.3158,0.4011,0.7169,8.3583,12.1617,1.3148,3.7096,0.0000,0.0000,0.0000,0.4000,0.0000,0.6957,0.2800,0.3942,4.3670,23.8467,0.0000,1.3409,0.4333,3.2785,0.3240
45,2040,145,1,1,713,189,798,244,160,196,0,67,74,71,171,192,3113,1,134,0,8,12,11,110,31,6,6,4,15,1,0,2,8,6,52,7,0,19,8,134,0,0,10,2,9,11.0757,0.2244,0.2942,0.3422,0.6364,7.6056,9.3169,0.7130,3.1849,0.0000,0.0000,0.0000,0.4000,0.0000,0.5789,0.4211,0.3881,3.3750,23.2313,0.0000,1.1989,0.4711,2.9254,0.2854
46,2040,145,1,1,777,198,887,357,191,207,0,94,125,118,183,192,3382,2,156,0,6,12,13,107,42,3,4,2,40,1,0,5,11,9,54,9,0,19,6,156,0,0,7,2,13,13.3188,0.2458,0.3326,0.4595,0.7920,8.6527,9.3775,1.8121,4.2584,0.0000,0.0000,0.0000,0.3333,0.0000,0.6842,0.3158,0.3462,5.3456,21.6795,0.0000,1.4346,0.4880,2.2021,0.2828
47,2040,145,1,1,602,158,689,258,154,157,0,67,80,70,138,156,2602,0,136,0,10,5,17,88,44,3,11,6,16,1,0,2,8,6,54,12,0,24,6,136,0,0,4,6,22,12.9304,0.2558,0.3309,0.4286,0.7595,8.7722,8.9430,0.9114,3.8165,0.0000,0.0000,0.0000,0.6667,0.0000,0.7391,0.2500,0.3971,3.9873,19.1324,0.0000,1.3987,0.4694,2.3433,0.3136
48,2040,145,1,1,661,171,745,275,169,150,0,70,87,81,176,165,2783,2,106,0,7,8,14,108,36,2,5,5,20,0,0,1,8,7,50,15,0,23,8,106,0,0,7,5,9,12.8971,0.2557,0.3311,0.4160,0.7471,8.8602,7.8641,1.0485,3.6699,0.0000,0.0000,0.0000,0.4667,0.0000,0.6364,0.3478,0.4717,4.2466,26.2547,0.0000,1.3922,0.5161,2.1429,0.3004
49,2040,145,1,1,706,188,785,246,163,218,0,67,76,68,164,161,3033,1,141,0,7,4,24,120,21,3,3,4,18,2,0,3,6,6,52,16,0,28,3,141,0,0,8,2,26,11.2779,0.2309,0.3018,0.3484,0.6502,7.7894,10.4177,0.8602,3.2018,0.0000,0.0000,0.0000,0.6364,0.0000,0.8889,0.1071,0.3688,3.2496,21.5106,0.0000,1.2212,0.5046,3.2537,0.3066
50,2040,145,1,1,997,256,1095,413,254,259,0,80,121,116,234,255,4148,0,168,0,20,9,13,163,56,6,7,2,33,0,0,3,10,5,52,16,0,22,9,168,0,0,6,1,26,11.9180,0.2548,0.3113,0.4142,0.7255,8.9297,9.1055,1.1602,2.8125,0.0000,0.0000,0.0000,0.6897,0.0000,0.5909,0.4091,0.3095,4.0781,24.6905,0.0000,1.3047,0.4785,3.2375,0.3104
51,2040,145,1,1,751,199,823,280,173,201,0,56,73,67,187,181,3100,1,161,0,10,4,13,107,44,3,2,3,19,0,0,2,8,11,53,22,0,16,3,161,0,0,10,4,20,10.8361,0.2304,0.2927,0.3728,0.6655,7.8110,9.0753,0.8579,2.5284,0.0000,0.0000,0.0000,0.7143,0.0000,0.8125,0.1875,0.3292,3.0251,19.2547,0.0000,1.1488,0.5082,3.5893,0.2889
52,2040,145,1,1,682,183,750,233,153,200,0,60,72,69,153,176,2877,0,137,0,9,8,17,100,37,3,1,5,11,0,0,2,12,4,51,11,0,25,7,137,0,0,3,3,17,10.6721,0.2243,0.2905,0.3416,0.6321,7.5246,9.8361,0.5410,2.9508,0.0000,0.0000,0.0000,0.5294,0.0000,0.7083,0.2800,0.3723,3.3934,21.0000,0.0000,1.1639,0.4650,3.3333,0.3008
53,2040,145,1,1,796,215,870,290,171,251,0,60,86,78,185,189,3235,2,157,0,10,5,16,104,39,4,4,4,24,0,0,2,7,6,53,17,0,23,7,157,0,0,9,2,15,9.8903,0.2148,0.2737,0.3643,0.6380,7.1360,10.4745,1.0015,2.5039,0.0000,0.0000,0.0000,0.6667,0.0000,0.6957,0.3043,0.3376,3.2550,20.6051,0.0000,1.0711,0.4947,4.1833,0.2800
54,2040,145,1,1,799,207,898,321,200,225,0,80,105,91,181,190,3440,0,171,0,10,11,13,123,53,3,7,4,20,0,0,6,9,9,51,18,0,22,9,171,0,0,15,2,25,12.5652,0.2503,0.3229,0.4018,0.7247,8.6957,9.7826,0.8696,3.4783,0.0000,0.0000,0.0000,0.4762,0.0000,0.5909,0.4091,0.2982,3.9565,20.1170,0.0000,1.3527,0.4879,2.8125,0.3209
