team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
32,1877,145,0,0,0,0,2201,548,2239,0,557,177,0,38,263,131,0,0,0,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,61,7,0,0,0,9.7719,0.2531,0.2657,0.2599,0.5256,9.1478,2.9069,0.0821,0.6241,0.0000,2.2874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1515,0.0000,0.0000,1.0858,0.0000,4.6579,0.2734
32,1878,145,0,0,0,0,2227,544,2265,0,595,184,0,38,241,140,0,0,0,0,60,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,58,9,0,0,0,10.4724,0.2672,0.2795,0.2753,0.5547,9.8438,3.0441,0.0993,0.6287,0.0000,2.6640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3162,0.0000,0.0000,1.1636,0.0000,4.8421,0.2892
32,1879,145,0,0,0,0,3016,753,3062,0,757,230,0,46,348,183,0,0,0,0,84,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,80,13,0,0,0,9.5976,0.2510,0.2622,0.2599,0.5222,9.0478,2.7490,0.1076,0.5498,0.0000,2.2277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1873,0.0000,0.0000,1.0664,0.0000,5.0000,0.2694
32,1880,145,0,0,0,0,3072,744,3158,0,840,187,0,86,456,255,0,0,0,0,86,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,0,11.2016,0.2734,0.2932,0.2754,0.5686,10.1613,2.2621,0.0242,1.0403,0.0000,2.9302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0847,0.0000,0.0000,1.2446,0.0000,2.1744,0.2907
32,1881,145,0,0,0,0,2953,730,3096,0,763,199,0,143,410,220,0,0,0,0,83,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,0,11.1699,0.2584,0.2926,0.2675,0.5602,9.4068,2.4534,0.1110,1.7630,0.0000,2.8391,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.7123,0.0000,0.0000,1.2411,0.0000,1.3916,0.2747
32,1882,145,0,0,0,0,2985,749,3062,0,738,352,0,77,414,233,0,0,0,0,85,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,81,4,0,0,0,9.7931,0.2472,0.2662,0.2573,0.5235,8.8678,4.2296,0.1202,0.9252,0.0000,2.2715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7997,0.0000,0.0000,1.0881,0.0000,4.5714,0.2775
32,1883,145,0,0,0,0,3433,860,3523,0,853,538,0,90,456,244,0,0,0,0,98,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,89,6,0,0,0,9.8686,0.2485,0.2677,0.2581,0.5258,8.9267,5.6302,0.1151,0.9419,0.0000,2.3039,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.5535,0.0000,0.0000,1.0965,0.0000,5.9778,0.2920
32,1884,145,0,0,0,0,4043,1037,4178,0,932,742,0,135,468,285,0,0,0,0,116,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,109,14,0,0,0,9.2604,0.2305,0.2554,0.2528,0.5082,8.0887,6.4397,0.2604,1.1716,0.0000,2.0519,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.4735,0.0000,0.0000,1.0289,0.0000,5.4963,0.2758
32,1885,145,0,0,0,0,3988,981,4176,0,1045,480,0,188,589,330,0,0,0,0,113,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,111,10,0,0,0,11.3119,0.2620,0.2953,0.2816,0.5769,9.5872,4.4037,0.2385,1.7248,0.0000,3.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0275,0.0000,0.0000,1.2569,0.0000,2.5532,0.2926
32,1886,145,0,0,0,0,4136,1029,4434,0,1049,511,0,298,661,370,0,0,0,0,118,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,116,3,0,0,0,11.7813,0.2536,0.3038,0.2776,0.5814,9.1749,4.4694,0.2886,2.6064,0.0000,3.1435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2362,0.0000,0.0000,1.3090,0.0000,1.7148,0.2829
