human_manager_id,team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,cera,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
29,41,2030,145,1,0,1,1,5470,1474,6190,2074,1199,1604,403,543,626,569,1254,1422,23676,1,603,162,82,80,59,728,255,46,34,28,188,6,5,39,43,92,161,85,90,81,17,441,1,1,84,39,54,11.1956,0.2192,0.2987,0.3792,0.6779,7.3192,9.7915,1.1476,3.3147,0.0062,'',0.0000,0.5556,0.5062,2.4877,0.7763,0.2099,0.3651,3.4734,39.2637,0.0000,1.1816,0.4686,2.9540,0.2724
29,41,2031,145,1,0,1,1,5390,1481,6050,1878,1106,1634,395,516,536,502,1285,1372,23432,0,638,162,96,66,55,693,219,41,35,29,165,4,0,5,48,68,162,99,72,85,28,476,0,0,94,35,85,10.2701,0.2052,0.2812,0.3484,0.6297,6.7211,9.9298,1.0027,3.1357,0.0000,'',0.0000,0.4444,0.5926,2.4383,0.6627,0.3294,0.3403,3.0506,36.7273,0.0000,1.0952,0.4836,3.1667,0.2595
29,41,2032,145,1,0,1,1,5504,1490,6185,2113,1228,1621,409,519,613,578,1346,1348,23756,0,677,162,79,83,46,777,224,65,26,20,207,3,2,10,52,69,160,98,73,68,22,515,2,0,87,39,60,10.9691,0.2231,0.2968,0.3839,0.6807,7.4174,9.7913,1.2503,3.1349,0.0123,'',0.0000,0.4506,0.4877,2.5247,0.6765,0.3235,0.3107,3.4913,35.0901,0.0000,1.1725,0.4996,3.1233,0.2758
29,41,2033,145,1,0,1,1,5383,1474,6022,1923,1110,1580,439,492,547,515,1325,1380,22771,1,613,162,96,66,58,689,208,42,33,34,179,7,1,6,59,71,160,100,78,77,17,451,2,1,54,21,86,10.2128,0.2062,0.2798,0.3572,0.6370,6.7759,9.6450,1.0927,3.0034,0.0123,'',0.0000,0.4815,0.5926,2.7099,0.7733,0.2208,0.3548,3.1438,37.1468,0.0000,1.0866,0.4898,3.2114,0.2546
29,41,2034,145,1,0,1,1,5491,1483,6176,2188,1232,1726,479,529,690,652,1330,1234,23653,1,644,162,81,81,45,738,245,55,34,36,213,8,1,9,58,66,162,103,73,73,25,482,0,0,73,31,79,11.0852,0.2244,0.2985,0.3985,0.6970,7.4751,10.4724,1.2924,3.2097,0.0000,'',0.0000,0.4506,0.5000,2.9568,0.6429,0.3425,0.3361,3.9560,36.7283,0.0000,1.1872,0.5187,3.2628,0.2842
29,41,2035,145,1,0,1,1,5495,1467,6269,2270,1318,1507,443,621,702,665,1363,1338,23868,0,657,162,77,85,37,832,239,61,30,28,219,8,0,9,52,62,161,128,71,71,32,495,1,0,68,22,69,12.2761,0.2399,0.3223,0.4131,0.7354,8.0859,9.2454,1.3436,3.8098,0.0062,'',0.0000,0.4383,0.4753,2.7346,0.5362,0.4507,0.3253,4.0798,36.3288,0.0000,1.3217,0.5046,2.4267,0.2893
29,41,2036,145,1,0,1,1,5467,1435,6244,2402,1416,1221,381,599,808,755,1465,1414,23188,0,664,162,60,102,34,915,246,67,42,25,230,6,1,10,63,68,162,146,55,57,22,502,0,0,82,33,43,13.0641,0.2590,0.3373,0.4394,0.7766,8.8808,7.6578,1.4425,3.7568,0.0000,'',0.0000,0.3395,0.3704,2.3519,0.6071,0.3860,0.3227,4.7352,34.9217,0.0000,1.4042,0.5089,2.0384,0.2923
29,41,2037,145,1,0,1,1,5571,1454,6156,2393,1378,1250,422,468,725,667,1509,1409,22970,2,591,162,70,92,44,841,282,11,32,32,223,6,0,4,65,74,161,123,79,64,19,429,1,1,79,37,51,11.8790,0.2474,0.3124,0.4295,0.7420,8.5257,7.7337,1.3797,2.8955,0.0062,'',0.0000,0.4877,0.4321,2.6049,0.6984,0.2969,0.3753,4.1267,38.8663,0.0000,1.2690,0.5171,2.6709,0.2797
29,41,2038,145,1,0,1,1,5580,1465,6222,2463,1381,1423,416,504,795,731,1411,1373,23559,1,638,162,70,92,44,832,272,24,46,21,256,8,1,8,64,67,162,123,74,71,26,476,0,0,91,37,55,11.9891,0.2475,0.3150,0.4414,0.7564,8.4820,8.7400,1.5723,3.0955,0.0000,'',0.0000,0.4568,0.4321,2.5679,0.6286,0.3662,0.3403,4.4898,36.9263,0.0000,1.2864,0.5068,2.8234,0.2850
29,41,2039,145,1,0,1,1,5371,1440,6091,2134,1223,1504,421,586,686,656,1283,1358,23440,0,599,162,78,84,52,745,249,24,29,25,204,7,0,5,46,81,162,116,70,67,15,437,0,0,67,37,54,11.8125,0.2277,0.3115,0.3973,0.7088,7.6437,9.4000,1.2750,3.6625,0.0000,'',0.0000,0.4321,0.4815,2.5988,0.7761,0.2239,0.3707,4.1000,39.1319,0.0000,1.2563,0.4858,2.5666,0.2760
29,41,2040,145,1,0,1,1,1725,468,1876,600,373,467,144,122,167,156,438,443,7057,2,165,52,31,21,22,250,67,2,13,8,48,1,0,1,10,14,52,39,33,27,4,113,0,0,25,14,18,9.7745,0.2162,0.2716,0.3478,0.6194,7.1629,8.9680,0.9218,2.3428,0.0000,'',0.0000,0.6346,0.5962,2.7692,0.8462,0.1481,0.4602,2.9957,42.7697,0.0000,1.0562,0.4972,3.8279,0.2657
30,37,2017,145,1,1,1,0,5658,1439,6423,2699,1586,1253,417,602,940,875,1625,1228,23717,2,709,162,63,99,40,1005,298,60,37,34,249,4,1,37,76,65,158,131,51,69,29,547,4,1,68,35,74,14.0845,0.2803,0.3541,0.4770,0.8312,9.9148,7.8331,1.5566,3.7634,0.0247,'',0.0000,0.3148,0.3889,2.5741,0.5797,0.4203,0.2888,5.4700,33.4513,0.0000,1.5198,0.5696,2.0814,0.3189
30,37,2018,145,1,1,1,0,5719,1430,6497,2798,1638,1175,459,618,985,877,1756,1146,23987,2,674,162,63,99,35,1030,315,50,41,34,259,5,1,40,78,68,161,129,58,67,32,512,1,0,115,39,79,14.6198,0.2864,0.3605,0.4892,0.8498,10.3043,7.3917,1.6293,3.8877,0.0062,'',0.0000,0.3580,0.3889,2.8333,0.5224,0.4776,0.3145,5.5170,35.5890,0.0000,1.5769,0.6051,1.9013,0.3188
30,37,2019,145,1,1,1,0,5715,1431,6599,2628,1658,1137,436,720,1017,937,1790,1138,24422,2,626,162,61,101,39,1109,325,53,42,27,197,3,1,47,79,68,159,158,55,63,23,464,3,1,106,37,50,15.3765,0.2901,0.3737,0.4598,0.8336,10.4228,7.1476,1.2384,4.5262,0.0185,'',0.0000,0.3395,0.3765,2.6914,0.6290,0.3651,0.3427,5.8903,39.0128,0.0000,1.6610,0.6113,1.5792,0.3303
30,37,2020,145,1,1,1,0,5663,1475,6375,2404,1478,1194,470,551,792,740,1769,1259,23476,1,571,162,72,90,43,980,268,59,42,32,198,7,1,40,91,59,157,128,86,62,18,409,5,1,115,36,34,12.7375,0.2610,0.3306,0.4245,0.7552,9.0163,7.2838,1.2079,3.3613,0.0309,'',0.0000,0.5309,0.4444,2.9012,0.7049,0.2903,0.3839,4.5142,41.1138,0.0000,1.3753,0.5842,2.1670,0.2968
30,37,2021,145,1,1,1,0,5483,1452,6117,2194,1344,1207,548,492,685,647,1754,1208,22541,1,684,162,89,73,43,852,297,57,32,32,163,8,0,33,67,53,154,117,81,69,26,522,8,3,105,39,102,11.7060,0.2451,0.3117,0.4001,0.7119,8.3287,7.4797,1.0101,3.0489,0.0494,'',0.0000,0.5000,0.5494,3.3827,0.6232,0.3768,0.2950,4.0094,32.9547,0.0000,1.2642,0.5922,2.4533,0.2849
30,37,2022,145,1,1,1,0,5561,1476,6208,2164,1341,1300,508,498,647,608,1834,1120,22995,0,652,163,85,78,52,876,271,58,37,30,164,5,2,33,57,52,157,106,92,73,19,489,6,1,85,38,69,11.5305,0.2411,0.3076,0.3891,0.6967,8.1768,7.9268,1.0000,3.0366,0.0368,'',0.0000,0.5644,0.5215,3.1166,0.7324,0.2603,0.3211,3.7073,35.2684,0.0000,1.2459,0.6209,2.6104,0.2847
30,37,2023,145,1,1,1,1,5461,1459,6139,2240,1309,1438,470,531,694,666,1584,1163,23084,2,688,161,89,72,42,807,273,47,32,29,200,9,2,33,66,66,160,130,55,74,31,527,1,1,105,29,75,11.7520,0.2397,0.3130,0.4102,0.7232,8.0710,8.8664,1.2332,3.2740,0.0062,'',0.0000,0.3416,0.5528,2.9193,0.5753,0.4189,0.3036,4.1064,33.5523,0.0000,1.2606,0.5766,2.7081,0.2877
30,37,2024,145,1,1,1,1,5500,1476,6131,2057,1280,1254,573,489,620,573,1664,1338,22977,2,637,162,92,70,44,807,313,49,33,16,144,10,1,21,56,59,150,112,91,61,17,475,12,1,92,40,82,11.1413,0.2327,0.3006,0.3740,0.6746,7.8014,7.6429,0.8777,2.9804,0.0741,'',0.0000,0.5617,0.5679,3.5370,0.7213,0.2787,0.3158,3.4923,36.0706,0.0000,1.1980,0.5543,2.5644,0.2747
30,37,2025,145,1,1,1,1,5414,1458,5965,2014,1244,1206,508,395,586,559,1672,1323,22002,2,615,162,94,68,58,831,227,44,34,15,171,17,1,14,46,77,151,127,106,74,15,453,11,1,82,23,103,10.5878,0.2298,0.2899,0.3720,0.6619,7.6755,7.4410,1.0551,2.4372,0.0679,'',0.0000,0.6543,0.5802,3.1358,0.7945,0.2027,0.3333,3.4490,35.7756,0.0000,1.1236,0.5583,3.0532,0.2636
30,37,2026,145,1,1,1,1,5446,1466,6021,2049,1245,1255,560,418,609,564,1616,1352,22098,2,605,162,93,69,48,810,236,53,25,29,170,12,1,23,65,78,151,124,97,64,15,443,11,5,77,30,76,10.6834,0.2286,0.2918,0.3762,0.6680,7.6398,7.7011,1.0432,2.5650,0.0679,'',0.0000,0.5988,0.5741,3.4568,0.7619,0.2344,0.3409,3.4609,36.5256,0.0000,1.1339,0.5445,3.0024,0.2657
30,37,2027,145,1,1,1,1,5557,1494,6177,2062,1292,1220,536,462,636,592,1623,1448,22801,0,633,162,96,66,50,845,271,49,32,29,147,9,1,28,66,76,155,128,91,66,14,471,7,5,97,31,78,11.0241,0.2325,0.2987,0.3711,0.6697,7.7831,7.3494,0.8855,2.7831,0.0432,'',0.0000,0.5617,0.5926,3.3086,0.7812,0.2121,0.3291,3.5663,36.0205,0.0000,1.1740,0.5285,2.6407,0.2712
30,37,2028,145,1,1,1,1,5551,1464,6158,2264,1380,1185,484,462,731,697,1560,1453,22420,1,626,162,87,75,48,878,297,38,43,28,177,14,0,28,60,64,156,128,77,80,30,464,6,1,85,33,60,11.7145,0.2486,0.3114,0.4079,0.7193,8.4817,7.2832,1.0879,2.8395,0.0370,'',0.0000,0.4753,0.5370,2.9877,0.6154,0.3750,0.3362,4.2839,35.8147,0.0000,1.2579,0.5178,2.5649,0.2843
30,37,2029,145,1,1,1,1,5571,1434,6228,2378,1521,937,415,502,775,717,1602,1545,22349,0,605,162,72,90,44,1022,306,52,50,28,165,5,0,25,57,53,160,149,73,59,15,443,2,2,109,42,63,13.0293,0.2730,0.3361,0.4269,0.7630,9.5460,5.8808,1.0356,3.1506,0.0123,'',0.0000,0.4506,0.4444,2.5617,0.7458,0.2542,0.3612,4.5000,36.9405,0.0000,1.4107,0.5091,1.8665,0.3001
30,37,2030,145,1,1,1,1,5789,1458,6516,2631,1701,998,315,505,856,802,1577,1602,23582,1,656,162,54,108,27,1158,333,74,71,33,177,8,1,36,83,76,160,129,54,49,22,494,2,0,91,42,43,14.0832,0.2938,0.3543,0.4545,0.8088,10.4976,6.1591,1.0923,3.1166,0.0123,'',0.0000,0.3333,0.3333,1.9444,0.5510,0.4490,0.3239,4.9495,35.9482,0.0000,1.5127,0.4961,1.9762,0.3253
30,37,2031,145,1,1,1,1,5666,1454,6408,2524,1548,1027,374,568,852,785,1578,1547,23359,1,644,162,47,115,31,1007,306,59,43,35,200,3,0,21,77,72,161,150,64,49,17,482,1,0,106,40,40,13.5402,0.2732,0.3446,0.4455,0.7901,9.5796,6.3555,1.2377,3.5150,0.0062,'',0.0000,0.3951,0.2901,2.3086,0.6458,0.3469,0.3340,4.8579,36.2717,0.0000,1.4550,0.5050,1.8081,0.3008
30,37,2032,145,1,1,1,1,5649,1460,6388,2489,1510,1139,404,563,842,785,1586,1461,23585,0,706,162,54,108,28,955,326,62,49,34,195,4,0,36,75,65,158,117,49,62,34,544,4,1,90,39,82,13.1795,0.2673,0.3380,0.4406,0.7786,9.3082,7.0212,1.2021,3.4705,0.0247,'',0.0000,0.3025,0.3333,2.4938,0.4516,0.5484,0.2904,4.8390,33.4065,0.0000,1.4199,0.5205,2.0231,0.3013
30,37,2033,145,1,1,1,1,3082,806,3494,1304,798,608,182,303,443,416,866,842,12801,2,336,92,21,71,9,509,170,37,34,21,98,2,0,21,41,38,88,80,43,15,6,244,4,0,45,18,14,12.7079,0.2589,0.3295,0.4231,0.7526,8.9033,6.7835,1.0934,3.3806,0.0435,'',0.0000,0.4674,0.2283,1.9783,0.6000,0.4000,0.3607,4.6413,38.0982,0.0000,1.3649,0.5070,2.0066,0.2905
31,60,2017,145,1,0,1,0,5417,1405,5994,2191,1385,1367,604,464,688,641,1514,1143,22270,2,579,156,92,64,44,914,291,28,36,25,155,2,1,58,56,48,149,112,89,65,21,423,7,3,88,38,50,12.1458,0.2557,0.3180,0.4045,0.7225,8.8677,8.7524,0.9924,2.9708,0.0449,'',0.0000,0.5705,0.5897,3.8718,0.6769,0.3231,0.3522,4.1041,38.4629,0.0000,1.3154,0.5698,2.9461,0.3129
31,60,2018,145,1,0,1,0,5572,1472,6206,2261,1401,1416,494,454,702,658,1581,1240,22925,0,659,162,77,85,33,930,268,82,43,17,186,7,0,16,58,55,158,101,90,59,25,497,4,1,86,46,72,11.6780,0.2514,0.3119,0.4058,0.7177,8.5659,8.6576,1.1372,2.7758,0.0247,'',0.0000,0.5556,0.4753,3.0494,0.5690,0.4237,0.3179,4.0231,34.7876,0.0000,1.2602,0.5604,3.1189,0.3028
32,55,2017,145,1,2,1,0,5283,1398,5784,2004,1275,1326,509,401,580,544,1515,1178,21216,2,551,155,86,69,47,842,276,29,41,18,139,2,0,19,63,30,140,110,91,64,16,396,15,3,71,28,63,10.9776,0.2413,0.2964,0.3793,0.6758,8.2042,8.5324,0.8944,2.5803,0.0968,'',0.0000,0.5871,0.5548,3.2839,0.7460,0.2500,0.3535,3.5005,38.5045,0.0000,1.1983,0.5626,3.3067,0.2944
33,44,2017,145,0,2,1,0,4887,1259,5474,2117,1292,1011,408,464,693,644,1436,1146,19953,0,565,142,68,74,43,866,217,30,42,19,190,2,1,46,53,50,136,114,60,54,11,423,6,2,63,32,57,12.9102,0.2644,0.3318,0.4332,0.7650,9.2359,7.2272,1.3582,3.3169,0.0423,'',0.0000,0.4225,0.4789,2.8732,0.7963,0.2037,0.3215,4.6037,35.3150,0.0000,1.3948,0.5562,2.1789,0.2956
33,44,2018,145,0,2,1,0,5649,1458,6371,2439,1486,1183,463,561,813,743,1624,1351,23762,1,646,162,70,92,42,977,277,32,42,20,212,4,1,38,70,86,159,150,74,63,21,484,3,1,76,30,74,13.1637,0.2631,0.3365,0.4318,0.7683,9.1707,7.3008,1.3083,3.4622,0.0185,'',0.0000,0.4568,0.4321,2.8580,0.6667,0.3333,0.3285,4.5854,36.7833,0.0000,1.4037,0.5459,2.1087,0.2966
33,44,2019,145,0,2,1,0,5656,1445,6363,2495,1528,1232,508,580,879,811,1632,1254,23741,0,561,162,67,95,40,995,303,28,40,26,204,4,3,35,74,56,156,144,78,56,15,399,6,2,95,27,57,13.4782,0.2702,0.3418,0.4411,0.7829,9.5170,7.6734,1.2706,3.6125,0.0370,'',0.0000,0.4815,0.4136,3.1358,0.7273,0.2679,0.3910,5.0512,42.3191,0.0000,1.4588,0.5655,2.1241,0.3108
33,44,2020,145,0,2,1,0,5534,1445,6161,2301,1402,1255,489,496,764,726,1608,1293,22755,2,586,162,73,89,42,913,268,35,44,32,189,6,2,38,57,50,155,103,74,68,23,424,7,5,94,40,54,12.1273,0.2533,0.3181,0.4158,0.7339,8.7282,7.8130,1.1766,3.0878,0.0432,'',0.0000,0.4568,0.4506,3.0185,0.6462,0.3382,0.3656,4.5197,38.8311,0.0000,1.3129,0.5543,2.5302,0.2934
33,44,2021,145,0,2,1,0,5504,1457,6161,2236,1343,1262,544,515,707,660,1603,1306,23092,0,572,162,76,86,43,872,247,36,40,26,198,4,0,25,66,66,154,126,85,61,18,410,8,1,71,29,53,11.8847,0.2440,0.3141,0.4062,0.7204,8.2958,7.7955,1.2231,3.1812,0.0494,'',0.0000,0.5247,0.4691,3.3580,0.7049,0.2951,0.3756,4.0769,40.3706,0.0000,1.2752,0.5510,2.4505,0.2804
33,44,2022,145,0,2,1,0,5632,1451,6300,2392,1485,1307,574,564,781,726,1567,1256,23531,1,602,162,78,84,39,993,272,19,38,25,195,1,1,32,51,46,150,150,76,58,17,440,12,3,64,25,66,12.9915,0.2637,0.3336,0.4247,0.7583,9.2088,8.1050,1.2092,3.4975,0.0741,'',0.0000,0.4691,0.4815,3.5432,0.6964,0.2931,0.3409,4.5021,39.0880,0.0000,1.4118,0.5551,2.3174,0.3095
33,44,2023,145,0,2,1,1,5450,1424,6122,2517,1425,1193,507,539,821,776,1444,1410,23199,2,637,161,77,84,50,884,248,22,49,35,258,8,0,7,62,62,161,140,57,73,22,476,0,0,82,41,86,12.7988,0.2615,0.3321,0.4618,0.7940,9.0021,7.5365,1.6299,3.4050,0.0000,'',0.0000,0.3540,0.4783,3.1491,0.6944,0.3014,0.3382,4.9022,36.4192,0.0000,1.3786,0.5060,2.2134,0.2883
33,44,2024,145,0,2,1,1,5536,1441,6268,2398,1419,1268,543,583,839,783,1545,1307,23900,0,623,162,75,87,44,890,292,26,40,24,213,8,1,3,55,82,161,147,63,74,27,461,1,0,71,23,59,13.0160,0.2563,0.3339,0.4332,0.7671,8.8626,7.9195,1.3303,3.6412,0.0062,'',0.0000,0.3889,0.4630,3.3519,0.6197,0.3649,0.3492,4.8904,38.3628,0.0000,1.3893,0.5417,2.1750,0.2945
33,44,2025,145,0,2,1,1,5615,1457,6291,2454,1429,1240,578,547,800,756,1498,1451,23375,1,587,162,76,86,42,893,279,15,46,25,232,10,1,6,70,67,156,128,77,71,26,425,6,0,84,19,61,12.6169,0.2545,0.3256,0.4370,0.7626,8.8250,7.6578,1.4328,3.3781,0.0370,'',0.0000,0.4753,0.4691,3.5679,0.6176,0.3662,0.3671,4.6688,39.8211,0.0000,1.3559,0.5080,2.2669,0.2857
33,44,2026,145,0,2,1,1,5555,1447,6287,2397,1429,1235,556,613,832,787,1401,1493,23581,1,583,162,72,90,37,913,276,15,44,28,212,13,1,8,68,59,162,151,71,68,28,421,0,0,79,26,57,13.0647,0.2572,0.3350,0.4315,0.7665,8.8860,7.6796,1.3183,3.8118,0.0000,'',0.0000,0.4383,0.4444,3.4321,0.5692,0.4118,0.3848,4.8938,40.4477,0.0000,1.4109,0.4841,2.0147,0.2931
33,44,2027,145,0,2,1,1,5495,1448,6132,2313,1355,1361,511,523,703,659,1371,1400,23399,1,614,162,92,70,55,869,236,12,35,28,222,11,0,14,64,67,160,139,57,74,17,452,2,0,61,26,78,12.0863,0.2466,0.3178,0.4209,0.7387,8.4200,8.4573,1.3795,3.2499,0.0123,'',0.0000,0.3519,0.5679,3.1543,0.7639,0.2297,0.3540,4.0951,38.1091,0.0000,1.2967,0.4948,2.6023,0.2871
33,44,2028,145,0,2,1,1,5755,1460,6439,2525,1546,1382,604,571,853,793,1393,1420,24437,1,663,162,83,79,42,1024,278,15,42,31,213,16,1,14,66,55,161,122,69,66,24,501,1,1,73,23,70,13.3860,0.2686,0.3382,0.4387,0.7769,9.5280,8.5172,1.3127,3.5191,0.0062,'',0.0000,0.4259,0.5123,3.7284,0.6364,0.3636,0.3214,4.8872,36.8582,0.0000,1.4497,0.4952,2.4203,0.3172
33,44,2029,145,0,2,1,1,5626,1450,6430,2452,1451,1444,561,673,858,793,1309,1413,24476,1,714,162,90,72,56,926,275,10,52,24,226,3,1,19,60,68,162,140,56,79,19,552,0,0,54,11,86,13.6024,0.2579,0.3415,0.4358,0.7773,9.0041,8.9607,1.4024,4.1763,0.0000,'',0.0000,0.3457,0.5556,3.4630,0.7467,0.2405,0.2935,4.9209,34.2801,0.0000,1.4645,0.4809,2.1456,0.3056
33,44,2030,145,0,2,1,1,5595,1462,6265,2228,1365,1548,561,581,680,644,1335,1330,23716,0,616,162,100,62,54,899,252,12,29,31,183,8,0,30,57,48,162,112,74,88,30,454,0,0,56,26,84,12.2750,0.2440,0.3189,0.3982,0.7171,8.4029,9.5294,1.1265,3.5766,0.0000,'',0.0000,0.4568,0.6173,3.4630,0.6429,0.3409,0.3568,3.9644,38.5000,0.0000,1.3311,0.5009,2.6644,0.3036
33,44,2031,145,0,2,1,1,5568,1455,6251,2215,1354,1568,507,566,674,620,1272,1360,24047,0,615,162,94,68,53,888,256,15,42,25,185,4,1,15,51,59,160,106,65,86,28,453,2,1,53,34,60,12.2412,0.2432,0.3174,0.3978,0.7152,8.3753,9.6990,1.1443,3.5010,0.0123,'',0.0000,0.4012,0.5802,3.1296,0.6543,0.3256,0.3532,3.8351,39.1008,0.0000,1.3196,0.4833,2.7703,0.3031
33,44,2032,145,0,2,1,1,5534,1441,6291,2257,1393,1452,484,645,741,698,1362,1318,24432,1,610,162,85,77,49,923,262,19,37,22,186,5,0,17,71,56,162,129,68,69,18,448,0,0,70,27,67,13.0754,0.2517,0.3339,0.4078,0.7417,8.6982,9.0666,1.1614,4.0275,0.0000,'',0.0000,0.4198,0.5247,2.9877,0.7313,0.2609,0.3616,4.3585,40.0525,0.0000,1.4140,0.5082,2.2512,0.3069
33,44,2033,145,0,2,1,1,2755,734,3057,1056,634,762,225,247,316,288,676,672,11722,1,279,82,46,36,27,412,116,8,15,12,94,3,1,7,31,31,78,56,40,37,9,197,4,2,30,16,27,11.1775,0.2301,0.2992,0.3833,0.6825,7.7703,9.3391,1.1521,3.0272,0.0488,'',0.0000,0.4878,0.5610,2.7439,0.7500,0.2432,0.3959,3.5297,42.0143,0.0000,1.1997,0.5015,3.0850,0.2821
33,45,2033,145,1,2,1,1,2762,728,3074,1114,686,699,187,244,358,343,725,673,11502,0,313,81,33,48,17,440,145,30,10,20,81,3,0,4,28,28,81,54,33,28,11,232,0,0,35,17,28,11.8434,0.2484,0.3147,0.4033,0.7180,8.4808,8.6415,1.0014,3.0165,0.0000,'',0.0000,0.4074,0.4074,2.3086,0.6071,0.3929,0.3491,4.2404,36.7476,0.0000,1.2775,0.5186,2.8648,0.3037
33,45,2034,145,1,2,1,1,5587,1443,6261,2664,1488,1479,389,517,819,784,1427,1220,23417,0,627,162,64,98,46,887,301,60,27,25,275,7,1,12,58,69,161,140,65,66,20,465,1,1,68,35,52,12.9356,0.2663,0.3345,0.4768,0.8113,9.2807,9.2245,1.7152,3.2245,0.0062,'',0.0000,0.4012,0.3951,2.4012,0.6970,0.3030,0.3462,4.8898,37.3477,0.0000,1.3895,0.5391,2.8607,0.3142
33,45,2035,145,1,2,1,1,5676,1452,6360,2542,1519,1444,394,532,837,783,1439,1287,23687,2,633,162,69,93,45,977,291,57,30,21,230,2,1,11,56,64,161,127,63,68,22,471,1,1,62,30,61,13.1035,0.2676,0.3356,0.4479,0.7835,9.4110,8.9463,1.4250,3.2960,0.0062,'',0.0000,0.3889,0.4259,2.4321,0.6716,0.3235,0.3418,4.8511,37.4202,0.0000,1.4119,0.5279,2.7143,0.3197
33,45,2036,145,1,2,1,1,5558,1454,6145,2408,1381,1523,547,449,731,668,1313,1341,23439,0,634,162,94,68,56,855,266,47,37,19,241,7,1,3,57,53,162,123,80,78,21,472,0,0,56,36,77,11.6554,0.2485,0.3088,0.4332,0.7421,8.5481,9.4271,1.4917,2.7792,0.0000,'',0.0000,0.4938,0.5802,3.3765,0.7273,0.2692,0.3432,4.1348,36.9700,0.0000,1.2586,0.4947,3.3920,0.2976
33,45,2037,145,1,2,1,1,5655,1457,6284,2558,1454,1633,489,505,786,749,1252,1314,23973,0,598,162,90,72,50,878,298,19,47,28,250,8,1,11,58,57,161,96,67,73,21,436,1,0,78,41,58,12.4530,0.2571,0.3218,0.4523,0.7742,8.9815,10.0872,1.5443,3.1194,0.0062,'',0.0000,0.4136,0.5556,3.0185,0.7042,0.2877,0.3693,4.6266,40.0886,0.0000,1.3445,0.4879,3.2337,0.3153
33,45,2038,145,1,2,1,1,5517,1449,6094,2302,1314,1601,554,481,716,671,1320,1265,23393,1,534,162,85,77,48,813,242,13,35,31,228,2,0,2,47,48,159,117,63,78,25,372,3,0,53,28,52,11.4446,0.2382,0.3031,0.4173,0.7203,8.1596,9.9418,1.4158,2.9869,0.0185,'',0.0000,0.3889,0.5247,3.4198,0.6575,0.3205,0.4274,4.1667,43.8071,0.0000,1.2385,0.5106,3.3285,0.2917
33,45,2039,145,1,2,1,1,5622,1463,6251,2482,1422,1476,472,499,777,719,1349,1376,23883,2,573,162,76,86,40,867,293,18,49,19,243,5,0,6,69,63,160,122,80,64,23,411,2,2,54,32,46,12.1995,0.2529,0.3183,0.4415,0.7598,8.7438,9.0758,1.4942,3.0683,0.0123,'',0.0000,0.4938,0.4691,2.9136,0.6349,0.3594,0.3893,4.4211,41.6806,0.0000,1.3125,0.4950,2.9579,0.2983
33,45,2040,145,1,2,1,1,1810,458,1999,745,487,447,92,149,245,232,410,473,7628,2,186,52,16,36,11,335,93,11,10,12,47,1,0,2,21,19,52,28,24,19,8,134,0,0,17,8,9,12.8525,0.2691,0.3295,0.4116,0.7411,9.5560,8.7711,0.9222,2.9237,0.0000,'',0.0000,0.4615,0.3077,1.7692,0.5789,0.4211,0.3881,4.5523,41.0108,0.0000,1.3866,0.4643,3.0000,0.3318
34,59,2017,145,0,0,1,0,3061,782,3376,1304,813,736,318,260,393,363,851,658,12598,2,310,87,47,40,33,549,141,16,17,19,104,5,0,7,33,22,84,60,40,51,17,223,3,3,38,16,42,12.5916,0.2656,0.3259,0.4260,0.7519,9.3488,8.4634,1.1959,2.9898,0.0345,'',0.0000,0.4598,0.5402,3.6552,0.6600,0.3333,0.3767,4.1742,40.6387,0.0000,1.3710,0.5639,2.8308,0.3168
34,59,2018,145,0,0,1,0,5587,1441,6251,2419,1485,1205,586,532,815,755,1628,1276,23379,1,637,162,79,83,41,958,313,35,48,21,193,8,0,19,70,49,159,131,61,59,17,475,3,1,111,42,55,12.9006,0.2658,0.3324,0.4330,0.7653,9.2727,7.5243,1.2051,3.3219,0.0185,'',0.0000,0.3765,0.4877,3.6173,0.7069,0.2881,0.3347,4.7144,36.7017,0.0000,1.3994,0.5606,2.2650,0.3049
34,59,2019,145,0,0,1,0,5689,1455,6288,2548,1519,1256,627,474,838,781,1631,1266,23492,2,515,162,85,77,43,972,288,25,43,36,223,7,1,21,58,56,155,127,71,61,16,353,7,3,99,54,32,12.6684,0.2670,0.3272,0.4479,0.7751,9.3916,7.7655,1.3787,2.9306,0.0432,'',0.0000,0.4383,0.5247,3.8704,0.7288,0.2623,0.4391,4.8287,45.6155,0.0000,1.3691,0.5630,2.6498,0.3047
